h3_cell,hour,day_of_week,is_weekend,is_peak_hour,total_violations,aggregated_severity,mean_latitude,mean_longitude,is_hotspot
8860145803fffff,11,0,0,1,2,8.0,12.99018065,77.50477824999999,0
8860145803fffff,12,2,0,1,1,2.0,12.9903944,77.5042894,0
8860145803fffff,12,4,0,1,1,2.0,12.9901035,77.504295,0
8860145803fffff,13,2,0,0,1,2.0,12.9899461,77.5049656,0
8860145803fffff,13,4,0,0,1,2.0,12.9900862,77.5045906,0
8860145803fffff,14,4,0,0,1,2.0,12.9901405,77.5042306,0
8860145809fffff,2,2,0,0,1,2.0,12.9874477,77.519206,0
8860145809fffff,4,0,0,0,9,18.0,12.986983733333334,77.5207038888889,0
8860145809fffff,4,1,0,0,7,14.0,12.987380314285716,77.52044741428573,0
8860145809fffff,5,6,1,0,6,12.0,12.987070166666667,77.51921321666667,0
8860145809fffff,7,1,0,0,10,20.0,12.98683702,77.51911982,1
8860145809fffff,8,1,0,1,6,12.0,12.986857966666667,77.51913255000001,0
8860145809fffff,8,2,0,1,17,34.0,12.986934847058823,77.5192972882353,1
8860145809fffff,9,2,0,1,16,32.0,12.986810437499999,77.51910619375,1
8860145809fffff,9,5,1,1,5,10.0,12.98697918,77.51927822,0
8860145809fffff,10,3,0,1,9,18.0,12.986895411111112,77.51942217777778,0
8860145809fffff,10,5,1,1,1,2.0,12.9880501,77.5203559,0
8860145809fffff,11,2,0,1,4,8.0,12.9830969,77.5201335,0
8860145809fffff,12,2,0,1,1,2.0,12.9877397,77.5191249,0
8860145809fffff,13,6,1,0,4,8.0,12.986756625000002,77.520292875,0
8860145809fffff,14,3,0,0,15,30.0,12.986891513333335,77.51945316666666,1
8860145809fffff,14,5,1,0,10,20.0,12.98699662,77.51928203,1
886014580bfffff,2,1,0,0,1,2.0,12.9889697,77.5083981,0
886014580bfffff,2,2,0,0,1,6.0,12.9883567,77.5093107,0
886014580bfffff,3,1,0,0,4,8.0,12.989099475,77.5076994,0
886014580bfffff,3,4,0,0,1,2.0,12.9891418,77.507547,0
886014580bfffff,4,1,0,0,2,4.0,12.98906575,77.5076796,0
886014580bfffff,4,4,0,0,6,12.0,12.98907035,77.50782886666667,0
886014580bfffff,4,6,1,0,1,2.0,12.9892145,77.5082869,0
886014580bfffff,5,1,0,0,3,6.0,12.9891765,77.50764496666666,0
886014580bfffff,5,6,1,0,1,2.0,12.981962,77.5110253,0
886014580bfffff,6,1,0,0,1,7.0,12.9815891,77.5109761,0
886014580bfffff,6,2,0,0,2,4.0,12.98907825,77.50758354999999,0
886014580bfffff,6,6,1,0,3,33.0,12.9896162,77.5078828,1
886014580bfffff,7,3,0,0,2,4.0,12.98910355,77.50767694999999,0
886014580bfffff,7,4,0,0,1,2.0,12.9890895,77.5070861,0
886014580bfffff,7,5,1,0,3,6.0,12.9890628,77.50803153333334,0
886014580bfffff,9,1,0,1,4,8.0,12.988985,77.508304125,0
886014580bfffff,10,5,1,1,3,16.0,12.989052133333333,77.50767286666667,0
886014580bfffff,11,1,0,1,2,4.0,12.9889758,77.5077239,0
886014580bfffff,11,6,1,1,1,2.0,12.9891334,77.507974,0
886014580bfffff,13,6,1,0,3,6.0,12.9890159,77.5084103,0
886014580dfffff,10,0,0,1,2,4.0,12.998270000000002,77.52350665,0
886014580dfffff,10,3,0,1,1,2.0,12.9973578,77.5211732,0
8860145811fffff,4,5,1,0,2,4.0,12.98718445,77.49201895,0
8860145813fffff,2,3,0,0,3,6.0,12.986135733333334,77.4879155,0
8860145813fffff,3,1,0,0,1,2.0,12.9857202,77.4862969,0
8860145813fffff,3,2,0,0,1,2.0,12.9860015,77.4882639,0
8860145813fffff,3,3,0,0,1,6.0,12.9858415,77.4871763,0
8860145813fffff,8,3,0,1,1,2.0,12.9857202,77.4862969,0
8860145813fffff,11,0,0,1,1,2.0,12.9860322,77.4874774,0
8860145813fffff,11,1,0,1,6,12.0,12.986080366666668,77.48782405,0
8860145813fffff,11,5,1,1,1,6.0,12.9848872,77.4828535,0
8860145813fffff,12,5,1,1,1,2.0,12.9860944,77.4880319,0
8860145813fffff,13,6,1,0,1,2.0,12.9858377,77.4867645,0
8860145817fffff,7,5,1,0,1,4.0,12.9912371,77.4875785,0
8860145817fffff,11,4,0,1,3,6.0,12.997464,77.48983576666667,0
8860145817fffff,12,1,0,1,2,4.0,12.9972224,77.4895833,0
886014581bfffff,10,3,0,1,1,2.0,12.9772621,77.4878248,0
886014581dfffff,1,3,0,0,1,2.0,12.9893265,77.5007666,0
886014581dfffff,1,5,1,0,1,2.0,12.9902478,77.5031412,0
886014581dfffff,2,0,0,0,1,2.0,12.9901598,77.5032791,0
886014581dfffff,2,1,0,0,1,2.0,12.9893513,77.5004874,0
886014581dfffff,2,3,0,0,1,2.0,12.9901945,77.5037064,0
886014581dfffff,3,4,0,0,1,2.0,12.9890155,77.4996719,0
886014581dfffff,4,1,0,0,1,2.0,12.9893659,77.5005525,0
886014581dfffff,4,6,1,0,3,6.0,12.989378233333333,77.5009096,0
886014581dfffff,5,1,0,0,1,2.0,12.9894097,77.5006517,0
886014581dfffff,5,3,0,0,3,6.0,12.989415433333335,77.50068329999999,0
886014581dfffff,5,4,0,0,1,2.0,12.989318,77.5010889,0
886014581dfffff,6,3,0,0,16,33.0,12.989378425,77.50072538124999,1
886014581dfffff,6,4,0,0,1,2.0,12.989318,77.5010889,0
886014581dfffff,6,6,1,0,1,2.0,12.9898936,77.5026156,0
886014581dfffff,7,0,0,0,5,10.0,12.98925002,77.50053987999999,0
886014581dfffff,7,1,0,0,1,2.0,12.9901179,77.5033302,0
886014581dfffff,7,3,0,0,4,8.0,12.989365724999999,77.500854475,0
886014581dfffff,7,4,0,0,6,12.0,12.9894996,77.5010031,0
886014581dfffff,8,1,0,1,2,4.0,12.9901387,77.50321195000001,0
886014581dfffff,8,4,0,1,5,10.0,12.98934952,77.50052848,0
886014581dfffff,8,5,1,1,2,4.0,12.9902297,77.50346590000001,0
886014581dfffff,9,0,0,1,2,4.0,12.9901339,77.5032722,0
886014581dfffff,9,2,0,1,5,20.0,12.989914339999999,77.5027712,1
886014581dfffff,9,5,1,1,1,2.0,12.9898956,77.5024724,0
886014581dfffff,10,0,0,1,15,30.0,12.989318093333335,77.50073081333333,1
886014581dfffff,10,2,0,1,7,14.0,12.989321,77.5006671,0
886014581dfffff,10,3,0,1,1,6.0,12.9890302,77.4995149,0
886014581dfffff,10,4,0,1,4,8.0,12.9895558,77.501323725,0
886014581dfffff,10,5,1,1,3,6.0,12.9901937,77.50342296666666,0
886014581dfffff,10,6,1,1,1,2.0,12.9901717,77.5032743,0
886014581dfffff,11,0,0,1,3,6.0,12.989403433333331,77.50088483333333,0
886014581dfffff,11,2,0,1,6,12.0,12.98925735,77.50047825,0
886014581dfffff,11,3,0,1,1,2.0,12.990043886954997,77.5030929,0
886014581dfffff,11,4,0,1,3,6.0,12.989566566666667,77.50140166666667,0
886014581dfffff,11,6,1,1,8,24.0,12.98953905,77.50143045,1
886014581dfffff,12,0,0,1,5,10.0,12.98931722,77.5009588,0
886014581dfffff,12,2,0,1,1,2.0,12.9902229,77.5034712,0
886014581dfffff,12,4,0,1,8,46.0,12.989876425,77.50253845,1
886014581dfffff,13,0,0,0,1,2.0,12.9900074,77.5032066,0
886014581dfffff,13,1,0,0,1,2.0,12.9900549,77.5028488,0
886014581dfffff,13,4,0,0,2,12.0,12.9899409,77.5026091,0
886014581dfffff,14,6,1,0,1,2.0,12.9899636,77.5031828,0
8860145825fffff,8,6,1,1,3,8.0,13.02605332222222,77.52077261111111,0
8860145825fffff,9,6,1,1,1,2.0,13.0224075,77.5238951,0
8860145827fffff,5,2,0,0,1,2.0,13.0252359,77.5112719,0
8860145827fffff,7,2,0,0,1,2.0,13.0252307,77.5112139,0
8860145827fffff,8,6,1,1,2,5.0,13.026593850000001,77.51311238333332,0
8860145827fffff,11,0,0,1,2,4.0,13.02732585,77.51711675,0
8860145829fffff,0,0,0,0,2,4.0,13.0077005,77.5268258,0
8860145829fffff,1,2,0,0,1,2.0,13.0066493,77.5263628,0
8860145829fffff,1,4,0,0,2,4.0,13.0087005,77.52669125,0
8860145829fffff,2,0,0,0,1,6.0,13.0076178,77.526848,0
8860145829fffff,2,1,0,0,1,6.0,13.0070617,77.52683,0
8860145829fffff,2,2,0,0,5,22.0,13.007910279999999,77.52663663999999,1
8860145829fffff,2,3,0,0,5,22.0,13.006649079999999,77.5268207,1
8860145829fffff,2,4,0,0,3,18.0,13.008766833333333,77.5266501,0
8860145829fffff,2,5,1,0,1,6.0,13.0076815,77.5263655,0
8860145829fffff,2,6,1,0,2,8.0,13.008147399999999,77.52667170000001,0
8860145829fffff,3,0,0,0,1,2.0,13.0090415,77.5264422,0
8860145829fffff,3,1,0,0,4,8.0,13.007183325,77.5269621,0
8860145829fffff,3,2,0,0,3,18.0,13.007620166666667,77.52668716666666,0
8860145829fffff,3,3,0,0,1,6.0,13.0071983,77.52671,0
8860145829fffff,3,4,0,0,1,6.0,13.0076504,77.5267468,0
8860145829fffff,3,5,1,0,3,14.0,13.0083172,77.52673083333333,0
8860145829fffff,4,0,0,0,1,6.0,13.00839,77.52656,0
8860145829fffff,4,1,0,0,12,52.0,13.008118483333334,77.526838375,1
8860145829fffff,4,2,0,0,9,30.0,13.008478044444445,77.5269628111111,1
8860145829fffff,4,3,0,0,4,24.0,13.00702675,77.52669780000001,1
8860145829fffff,4,4,0,0,1,2.0,13.0059505,77.5270489,0
8860145829fffff,4,5,1,0,3,18.0,13.0081248,77.52671099999999,0
8860145829fffff,5,0,0,0,1,2.0,13.0066378,77.5264648,0
8860145829fffff,5,3,0,0,2,8.0,13.006494400000001,77.5268293,0
8860145829fffff,6,0,0,0,2,12.0,13.0077283,77.526945,0
8860145829fffff,6,6,1,0,1,2.0,13.0067568,77.5264313,0
8860145829fffff,7,0,0,0,1,2.0,13.0084043,77.5265859,0
8860145829fffff,8,2,0,1,2,4.0,13.006579250000001,77.52645385,0
8860145829fffff,8,3,0,1,3,6.0,13.006701866666667,77.52629153333334,0
8860145829fffff,8,6,1,1,5,14.0,13.00833166,77.5264635,0
8860145829fffff,10,0,0,1,7,14.0,13.008432614285713,77.52684762857143,0
8860145829fffff,10,1,0,1,2,12.0,13.00708145,77.5268849,0
8860145829fffff,10,2,0,1,8,24.0,13.008094074999999,77.5266235125,1
8860145829fffff,10,4,0,1,4,24.0,13.0081121,77.526926725,1
8860145829fffff,10,5,1,1,9,46.0,13.007735588888888,77.52671756666666,1
8860145829fffff,10,6,1,1,7,30.0,13.007333342857143,77.52688437142857,1
8860145829fffff,11,1,0,1,2,12.0,13.0074702,77.52662045,0
8860145829fffff,11,2,0,1,3,18.0,13.008999666666668,77.52652526666667,0
8860145829fffff,11,3,0,1,3,14.0,13.008154099999999,77.52613033333334,0
8860145829fffff,11,5,1,1,2,8.0,13.007177949999999,77.52649539999999,0
8860145829fffff,11,6,1,1,2,12.0,13.008314200000001,77.5265892,0
8860145829fffff,12,0,0,1,2,12.0,13.008314649999999,77.52703745,0
8860145829fffff,12,2,0,1,1,6.0,13.0066941,77.5269583,0
8860145829fffff,12,3,0,1,2,12.0,13.00711905,77.52682064999999,0
8860145829fffff,12,4,0,1,1,6.0,13.0076703,77.5270057,0
8860145829fffff,12,5,1,1,3,18.0,13.007080366666665,77.5271095,0
8860145829fffff,12,6,1,1,3,10.0,13.007610233333333,77.5265595,0
8860145829fffff,13,2,0,0,2,12.0,13.008220000000001,77.52681915,0
8860145829fffff,13,3,0,0,2,12.0,13.0093792,77.5273675,0
8860145829fffff,14,1,0,0,1,2.0,13.0076788,77.5267991,0
886014582dfffff,2,1,0,0,1,6.0,13.0116044,77.5284801,0
886014582dfffff,2,2,0,0,3,6.0,13.018066166666665,77.53175700000001,0
886014582dfffff,2,3,0,0,3,6.0,13.016231633333334,77.5309361,0
886014582dfffff,2,6,1,0,18,36.0,13.01676885,77.53112291666667,1
886014582dfffff,3,1,0,0,1,2.0,13.0181867,77.5320033,0
886014582dfffff,3,2,0,0,10,20.0,13.01706621,77.53126827,1
886014582dfffff,3,3,0,0,14,32.0,13.016647064285715,77.53122560714284,1
886014582dfffff,3,5,1,0,7,14.0,13.016680385714285,77.53131067142856,0
886014582dfffff,4,0,0,0,3,6.0,13.013811666666667,77.52969276666666,0
886014582dfffff,4,1,0,0,9,46.0,13.0170698,77.53145227777777,1
886014582dfffff,4,2,0,0,6,12.0,13.017584183333334,77.5313947,0
886014582dfffff,4,3,0,0,2,12.0,13.0148517,77.530035,0
886014582dfffff,4,4,0,0,15,30.0,13.016850526666667,77.53117534666667,1
886014582dfffff,4,5,1,0,4,8.0,13.016429075,77.531117575,0
886014582dfffff,4,6,1,0,1,6.0,13.0175262,77.5313871,0
886014582dfffff,5,1,0,0,2,4.0,13.0170796,77.531651,0
886014582dfffff,5,2,0,0,1,2.0,13.014646,77.5307719,0
886014582dfffff,6,2,0,0,4,8.0,13.018576375,77.531753375,0
886014582dfffff,7,1,0,0,3,15.0,13.017072233333332,77.53152556666667,0
886014582dfffff,7,2,0,0,9,18.0,13.018108911111112,77.53172745555555,0
886014582dfffff,8,2,0,1,5,10.0,13.01794352,77.53170168,0
886014582dfffff,9,2,0,1,4,8.0,13.01733,77.5316515,0
886014582dfffff,9,5,1,1,1,2.0,13.0181642,77.5316467,0
886014582dfffff,10,1,0,1,1,6.0,13.0184976,77.5319163,0
886014582dfffff,10,2,0,1,8,16.0,13.0181127625,77.5317562,0
886014582dfffff,10,4,0,1,1,2.0,13.0201024,77.5292111,0
886014582dfffff,11,1,0,1,2,8.0,13.01542835,77.5309075,0
886014582dfffff,11,2,0,1,16,68.0,13.0171388375,77.53147805625,1
886014582dfffff,11,3,0,1,4,8.0,13.017284325,77.53128472499999,0
886014582dfffff,11,5,1,1,1,2.0,13.0161567,77.5312683,0
886014582dfffff,11,6,1,1,15,46.0,13.017067313333333,77.53130443333333,1
886014582dfffff,12,1,0,1,2,4.0,13.014921300000001,77.53008105,0
886014582dfffff,12,2,0,1,3,10.0,13.016002233333333,77.53098556666667,0
886014582dfffff,12,5,1,1,3,6.0,13.016613833333333,77.53120083333334,0
886014582dfffff,12,6,1,1,12,32.0,13.017148408333334,77.53127485,1
886014582dfffff,13,1,0,0,5,10.0,13.01527114,77.52963222000001,0
886014582dfffff,13,2,0,0,2,4.0,13.01783345,77.5316521,0
886014582dfffff,13,3,0,0,4,8.0,13.017087925,77.531329175,0
886014582dfffff,13,5,1,0,3,18.0,13.017861366666667,77.5313593,0
886014582dfffff,14,2,0,0,1,2.0,13.0149882,77.5299415,0
886014582dfffff,15,0,0,0,1,6.0,13.0144865,77.5307993,0
886014582dfffff,15,4,0,0,1,2.0,13.0169336,77.531588,0
8860145837fffff,2,3,0,0,1,6.0,13.0141885,77.4922693,0
8860145837fffff,3,3,0,0,12,24.0,13.014054591666666,77.491667975,1
8860145837fffff,4,3,0,0,2,4.0,13.0141521,77.4913384,0
8860145837fffff,5,4,0,0,1,2.0,13.0141344,77.4917043,0
8860145837fffff,6,4,0,0,5,10.0,13.014159699999999,77.49231446,0
8860145837fffff,7,4,0,0,1,2.0,13.0141177,77.4918582,0
8860145837fffff,9,4,0,1,1,2.0,13.0141459,77.4914599,0
8860145837fffff,11,0,0,1,13,26.0,13.014165369230769,77.49204303846153,1
8860145837fffff,11,1,0,1,3,6.0,13.014140466666667,77.4914855,0
8860145837fffff,11,3,0,1,1,2.0,13.0141287,77.4913876,0
8860145837fffff,12,3,0,1,2,4.0,13.0141019,77.4933278,0
8860145837fffff,13,3,0,0,15,30.0,13.014168833333335,77.49301866666666,1
886014583dfffff,2,2,0,0,5,10.0,13.01040488,77.50660544,0
886014583dfffff,2,4,0,0,1,2.0,13.0103119,77.5064667,0
886014583dfffff,4,2,0,0,1,2.0,13.0123298,77.5078841,0
886014583dfffff,6,1,0,0,1,2.0,13.01105,77.5066683,0
886014583dfffff,8,2,0,1,3,6.0,13.009798733333334,77.50611413333333,0
886014583dfffff,10,2,0,1,1,2.0,13.0109141,77.5069008,0
886014583dfffff,11,4,0,1,2,4.0,13.0107784,77.50669325000001,0
886014583dfffff,12,3,0,1,1,2.0,13.009787,77.5059476,0
8860145841fffff,2,1,0,0,2,4.0,12.978845549999999,77.5326887,0
8860145841fffff,2,3,0,0,3,6.0,12.976072566666666,77.53132766666666,0
8860145841fffff,2,5,1,0,1,2.0,12.9760907,77.5319579,0
8860145841fffff,3,4,0,0,1,2.0,12.9760851,77.5314627,0
8860145841fffff,3,5,1,0,4,8.0,12.9748028,77.5309155,0
8860145841fffff,4,1,0,0,3,6.0,12.9811317,77.5352983,0
8860145841fffff,5,1,0,0,7,14.0,12.976194014285714,77.5308208,0
8860145841fffff,5,2,0,0,2,4.0,12.9820745,77.5323358,0
8860145841fffff,5,3,0,0,1,2.0,12.982001091966596,77.53237534189756,0
8860145841fffff,6,2,0,0,2,12.0,12.976081950000001,77.53124345,0
8860145841fffff,6,4,0,0,4,8.0,12.97602795,77.532150475,0
8860145841fffff,7,4,0,0,2,4.0,12.98239622349997,77.53175220380533,0
8860145841fffff,9,2,0,1,1,2.0,12.976301,77.5310882,0
8860145841fffff,10,0,0,1,2,4.0,12.976053,77.5324139,0
8860145841fffff,10,3,0,1,1,2.0,12.9819633,77.5325439,0
8860145841fffff,11,1,0,1,2,4.0,12.976133399999998,77.53162760000001,0
8860145841fffff,11,2,0,1,2,4.0,12.97572935,77.5310658,0
8860145841fffff,11,4,0,1,1,2.0,12.9761484,77.5313087,0
8860145841fffff,11,6,1,1,2,4.0,12.9786432,77.53106495,0
8860145841fffff,12,2,0,1,15,34.0,12.97636692,77.53224168,1
8860145841fffff,12,3,0,1,3,6.0,12.9758347,77.53125136666667,0
8860145841fffff,12,4,0,1,2,12.0,12.97601225,77.53244305000001,0
8860145841fffff,13,2,0,0,2,4.0,12.976019749999999,77.53210039999999,0
8860145841fffff,13,3,0,0,1,2.0,12.9762852,77.5313783,0
8860145843fffff,5,2,0,0,1,6.0,12.9763249,77.526014,0
8860145843fffff,12,2,0,1,1,2.0,12.976269,77.5256737,0
8860145843fffff,14,2,0,0,1,2.0,12.9762431,77.5259192,0
8860145845fffff,0,0,0,0,1,2.0,12.9832997,77.5369611,0
8860145845fffff,1,0,0,0,3,6.0,12.985427666666666,77.53721743333334,0
8860145845fffff,1,6,1,0,1,2.0,12.9843617,77.5370417,0
8860145845fffff,2,1,0,0,1,2.0,12.9884414,77.5375045,0
8860145845fffff,2,2,0,0,6,20.0,12.987584994041306,77.53750283192626,1
8860145845fffff,2,3,0,0,2,4.0,12.987939149999999,77.53751614999999,0
8860145845fffff,2,4,0,0,1,2.0,12.9885715,77.5375844,0
8860145845fffff,2,5,1,0,1,2.0,12.9895634,77.5378275,0
8860145845fffff,2,6,1,0,1,2.0,12.984903794705753,77.53714774,0
